0 10 1 1 0 0
2 10 1 1 0 0
3 10 1 1 0 0
5 10 1 1 0 0
5 10 1 1 0 0
9 10 1 1 0 0
9 10 1 1 0 0
9 10 1 1 0 0
9 10 1 1 0 0
10 10 1 1 0 0
10 10 1 1 0 0
10 10 1 1 0 0
11 10 1 1 0 0
12 10 1 1 0 0
12 10 1 1 0 0
12 10 1 1 0 0
13 10 1 1 0 0
13 10 1 1 0 0
13 10 1 1 0 0
13 10 1 1 0 0
13 10 1 1 0 0
13 10 1 1 0 0
14 10 1 1 0 0
14 10 1 1 0 0
15 10 1 1 0 0
15 10 1 1 0 0
15 10 1 1 0 0
16 10 1 1 0 0
16 10 1 1 0 0
16 10 1 1 0 0
16 10 1 1 0 0
16 10 1 1 0 0
16 10 1 1 0 0
18 10 1 1 0 0
21 10 1 1 0 0
24 10 1 1 0 0
27 10 1 1 0 0
27 10 1 1 0 0
28 10 1 1 0 0
29 10 1 1 0 0
30 10 1 1 0 0
31 10 1 1 0 0
32 10 1 1 0 0
34 10 1 1 0 0
37 10 1 1 0 0
39 10 1 1 0 0
41 10 1 1 0 0
42 10 1 1 0 0
43 10 1 1 0 0
45 10 1 1 0 0
47 10 1 1 0 0
48 10 1 1 0 0
51 10 1 1 0 0
53 10 1 1 0 0
53 10 1 1 0 0
54 10 1 1 0 0
58 10 1 1 0 0
60 10 1 1 0 0
63 10 1 1 0 0
65 10 1 1 0 0
65 10 1 1 0 0
66 10 1 1 0 0
68 10 1 1 0 0
72 10 1 1 0 0
72 10 1 1 0 0
74 10 1 1 0 0
74 10 1 1 0 0
76 10 1 1 0 0
80 10 1 1 0 0
84 10 1 1 0 0
89 10 1 1 0 0
94 10 1 1 0 0
95 10 1 1 0 0
99 10 1 1 0 0
103 10 1 1 0 0
108 10 1 1 0 0
109 10 1 1 0 0
116 10 1 1 0 0
119 10 1 1 0 0
121 10 1 1 0 0
127 10 1 1 0 0
129 10 1 1 0 0
133 10 1 1 0 0
136 10 1 1 0 0
143 10 1 1 0 0
143 10 1 1 0 0
145 10 1 1 0 0
150 10 1 1 0 0
153 10 1 1 0 0
160 10 1 1 0 0
166 10 1 1 0 0
172 10 1 1 0 0
175 10 1 1 0 0
180 10 1 1 0 0
183 10 1 1 0 0
187 10 1 1 0 0
190 10 1 1 0 0
192 10 1 1 0 0
198 10 1 1 0 0
203 10 1 1 0 0
212 10 1 1 0 0
220 10 1 1 0 0
226 10 1 1 0 0
231 10 1 1 0 0
237 10 1 1 0 0
241 10 1 1 0 0
246 10 1 1 0 0
252 10 1 1 0 0
257 10 1 1 0 0
262 10 1 1 0 0
266 10 1 1 0 0
272 10 1 1 0 0
284 10 1 1 0 0
286 10 1 1 0 0
289 10 1 1 0 0
293 10 1 1 0 0
296 10 1 1 0 0
297 10 1 1 0 0
304 10 1 1 0 0
309 10 1 1 0 0
314 10 1 1 0 0
323 10 1 1 0 0
328 10 1 1 0 0
335 10 1 1 0 0
343 10 1 1 0 0
352 10 1 1 0 0
359 10 1 1 0 0
369 10 1 1 0 0
372 10 1 1 0 0
378 10 1 1 0 0
385 10 1 1 0 0
391 10 1 1 0 0
400 10 1 1 0 0
412 10 1 1 0 0
416 10 1 1 0 0
422 10 1 1 0 0
431 10 1 1 0 0
439 10 1 1 0 0
449 10 1 1 0 0
456 10 1 1 0 0
466 10 1 1 0 0
473 10 1 1 0 0
485 10 1 1 0 0
490 10 1 1 0 0
494 10 1 1 0 0
500 10 1 1 0 0
507 10 1 1 0 0
516 10 1 1 0 0
524 10 1 1 0 0
531 10 1 1 0 0
536 10 1 1 0 0
544 10 1 1 0 0
551 10 1 1 0 0
558 10 1 1 0 0
563 10 1 1 0 0
575 10 1 1 0 0
582 10 1 1 0 0
589 10 1 1 0 0
595 10 1 1 0 0
602 10 1 1 0 0
610 10 1 1 0 0
619 10 1 1 0 0
631 10 1 1 0 0
638 10 1 1 0 0
647 10 1 1 0 0
652 10 1 1 0 0
662 10 1 1 0 0
670 10 1 1 0 0
678 10 1 1 0 0
688 10 1 1 0 0
698 10 1 1 0 0
704 10 1 1 0 0
713 10 1 1 0 0
727 10 1 1 0 0
733 10 1 1 0 0
738 10 1 1 0 0
752 10 1 1 0 0
762 10 1 1 0 0
770 10 1 1 0 0
775 10 1 1 0 0
781 10 1 1 0 0
793 10 1 1 0 0
803 10 1 1 0 0
810 10 1 1 0 0
817 10 1 1 0 0
829 10 1 1 0 0
840 10 1 1 0 0
849 10 1 1 0 0
856 10 1 1 0 0
860 10 1 1 0 0
868 10 1 1 0 0
878 10 1 1 0 0
896 10 1 1 0 0
904 10 1 1 0 0
917 10 1 1 0 0
925 10 1 1 0 0
935 10 1 1 0 0
946 10 1 1 0 0
958 10 1 1 0 0
969 10 1 1 0 0
974 10 1 1 0 0
987 10 1 1 0 0
1001 10 1 1 0 0
1011 10 1 1 0 0
1020 10 1 1 0 0
1037 10 1 1 0 0
1049 10 1 1 0 0
1063 10 1 1 0 0
1073 10 1 1 0 0
1087 10 1 1 0 0
1102 10 1 1 0 0
1115 10 1 1 0 0
1123 10 1 1 0 0
1130 10 1 1 0 0
1138 10 1 1 0 0
1149 10 1 1 0 0
1169 10 1 1 0 0
1180 10 1 1 0 0
1193 10 1 1 0 0
1210 10 1 1 0 0
1221 10 1 1 0 0
